id,subCategory,articleType
51600,Bottomwear,Trousers
42217,Dress,Dresses
30637,Bottomwear,Shorts
32504,Topwear,Shirts
10654,Bottomwear,Skirts
21113,Topwear,Tops
44584,Bottomwear,Trousers
9852,Bottomwear,Trousers
2486,Topwear,Tops
16791,Topwear,Shirts
12331,Bottomwear,Trousers
15114,Bottomwear,Trousers
39118,Bottomwear,Trousers
41002,Bottomwear,Skirts
4785,Bottomwear,Shorts
14200,Topwear,Tops
16557,Topwear,Long Sleeve
27210,Topwear,Shirts
8148,Topwear,Shirts
13217,Topwear,Shirts
27022,Bottomwear,Trousers
31147,Topwear,Shirts
10492,Topwear,Shirts
20207,Topwear,Long Sleeve
54988,Topwear,Tops
34051,Topwear,Shirts
33274,Bottomwear,Trousers
41654,Topwear,Shirts
5001,Bottomwear,Shorts
44928,Topwear,Shirts
11316,Bottomwear,Trousers
14664,Topwear,Shirts
21583,Bottomwear,Trousers
16133,Topwear,Tops
18895,Dress,Dresses
43331,Topwear,Dresses
29173,Bottomwear,Skirts
26907,Topwear,Tops
9263,Topwear,Shirts
48376,Bottomwear,Trousers
8183,Topwear,Shirts
15319,Topwear,Long Sleeve
57990,Dress,Dresses
40927,Bottomwear,Trousers
42228,Topwear,Tops
30608,Bottomwear,Trousers
1658,Topwear,Long Sleeve
52886,Saree,Dresses
59452,Topwear,Shirts
4924,Topwear,Tops
39785,Topwear,Shirts
10801,Topwear,Shirts
59660,Saree,Dresses
48520,Topwear,Tops
9607,Topwear,Shirts
50719,Topwear,Tops
26799,Topwear,Shirts
49634,Dress,Dresses
44917,Bottomwear,Trousers
11329,Bottomwear,Trousers
32399,Topwear,Tops
39771,Topwear,Shirts
7769,Topwear,Long Sleeve
8721,Topwear,Shirts
24698,Topwear,Shirts
30896,Bottomwear,Trousers
29187,Topwear,Tops
13228,Bottomwear,Trousers
31178,Topwear,Tops
19712,Topwear,Shirts
46816,Topwear,Tops
13826,Topwear,Long Sleeve
48382,Bottomwear,Trousers
19520,Topwear,Long Sleeve
39127,Bottomwear,Trousers
57964,Saree,Dresses
56816,Topwear,Shirts
6871,Topwear,Tops
13886,Topwear,Shirts
48110,Bottomwear,Shorts
9237,Topwear,Shirts
13288,Bottomwear,Trousers
51801,Loungewear and Nightwear,Dresses
17628,Topwear,Long Sleeve
27881,Topwear,Shirts
26953,Topwear,Tops
20298,Topwear,Long Sleeve
8781,Topwear,Shirts
9653,Topwear,Shirts
51459,Topwear,Tops
23079,Topwear,Shirts
59634,Saree,Dresses
16990,Topwear,Long Sleeve
9461,Topwear,Shirts
3967,Topwear,Tops
22399,Topwear,Shirts
19322,Topwear,Long Sleeve
8775,Topwear,Shirts
55831,Loungewear and Nightwear,Dresses
39725,Bottomwear,Skirts
4984,Dress,Dresses
58520,Dress,Dresses
49660,Topwear,Tops
11719,Topwear,Shirts
6885,Dress,Dresses
19574,Bottomwear,Trousers
7957,Topwear,Tops
13872,Topwear,Shirts
27875,Topwear,Shirts
1892,Topwear,Long Sleeve
12533,Topwear,Long Sleeve
16193,Topwear,Long Sleeve
3958,Topwear,Tops
59439,Topwear,Shirts
23046,Bottomwear,Trousers
15140,Topwear,Shirts
37210,Topwear,Shirts
53755,Bottomwear,Shorts
14092,Topwear,Long Sleeve
32762,Topwear,Shirts
24607,Bottomwear,Trousers
10432,Topwear,Shirts
26150,Bottomwear,Trousers
17617,Topwear,Tops
30809,Bottomwear,Trousers
34495,Bottomwear,Skirts
30207,Topwear,Shirts
12157,Bottomwear,Trousers
9806,Topwear,Shirts
56829,Bottomwear,Trousers
15372,Topwear,Tops
21147,Topwear,Long Sleeve
38856,Topwear,Tops
21381,Bottomwear,Trousers
5431,Topwear,Shirts
28802,Bottomwear,Trousers
43533,Topwear,Tops
13243,Bottomwear,Shorts
31113,Bottomwear,Shorts
18499,Topwear,Long Sleeve
43701,Topwear,Tops
26396,Topwear,Shirts
7154,Topwear,Tops
52441,Loungewear and Nightwear,Dresses
59895,Dress,Dresses
57133,Topwear,Tops
13415,Topwear,Shirts
22352,Topwear,Shirts
14630,Bottomwear,Skirts
11342,Bottomwear,Trousers
20637,Dress,Dresses
5869,Topwear,Tops
11170,Topwear,Long Sleeve
13627,Loungewear and Nightwear,Shorts
27412,Loungewear and Nightwear,Trousers
7702,Topwear,Tops
16355,Topwear,Shirts
34005,Topwear,Tops
27872,Topwear,Shirts
1895,Topwear,Long Sleeve
13049,Topwear,Long Sleeve
6882,Topwear,Long Sleeve
19573,Bottomwear,Trousers
13875,Topwear,Shirts
44944,Dress,Dresses
29782,Bottomwear,Trousers
19325,Topwear,Long Sleeve
28462,Bottomwear,Shorts
33218,Topwear,Tops
11148,Topwear,Shirts
4983,Dress,Dresses
39722,Topwear,Tops
24855,Topwear,Tops
32930,Topwear,Shirts
24069,Topwear,Shirts
9466,Topwear,Shirts
3960,Topwear,Tops
8786,Topwear,Shirts
18203,Topwear,Long Sleeve
9654,Topwear,Shirts
16399,Topwear,Shirts
28496,Bottomwear,Trousers
59633,Saree,Dresses
4977,Bottomwear,Trousers
9230,Topwear,Shirts
51806,Loungewear and Nightwear,Dresses
27886,Topwear,Shirts
30831,Bottomwear,Trousers
26954,Topwear,Tops
32568,Topwear,Tops
40148,Dress,Dresses
6876,Topwear,Long Sleeve
19587,Topwear,Tops
13881,Topwear,Shirts
7198,Topwear,Tops
12953,Bottomwear,Trousers
33227,Topwear,Tops
24290,Topwear,Long Sleeve
41607,Topwear,Shirts
31570,Bottomwear,Trousers
27415,Bottomwear,Shorts
51495,Bottomwear,Trousers
7705,Topwear,Tops
34002,Topwear,Shirts
31742,Topwear,Tops
13412,Topwear,Shirts
7537,Bottomwear,Trousers
22355,Topwear,Shirts
58518,Topwear,Tops
14637,Topwear,Shirts
11345,Bottomwear,Trousers
46274,Topwear,Tops
16504,Bottomwear,Trousers
52446,Loungewear and Nightwear,Dresses
59892,Topwear,Shirts
11721,Topwear,Shirts
57134,Topwear,Tops
39379,Bottomwear,Trousers
13244,Bottomwear,Shorts
43534,Topwear,Tops
28805,Topwear,Shirts
31114,Bottomwear,Shorts
26365,Topwear,Shirts
3507,Bottomwear,Shorts
9801,Topwear,Tops
21140,Topwear,Tops
15147,Topwear,Shirts
53752,Bottomwear,Shorts
14095,Topwear,Tops
10435,Topwear,Shirts
24600,Topwear,Shirts
26157,Bottomwear,Trousers
34492,Bottomwear,Skirts
10051,Topwear,Shirts
24264,Bottomwear,Shorts
51461,Topwear,Tops
23041,Bottomwear,Trousers
12534,Topwear,Long Sleeve
42244,Topwear,Tops
16194,Topwear,Long Sleeve
49651,Topwear,Tops
58511,Topwear,Shirts
28454,Bottomwear,Shorts
55800,Loungewear and Nightwear,Dresses
59295,Topwear,Shirts
15986,Topwear,Shirts
26996,Bottomwear,Trousers
24609,Topwear,Shirts
15972,Topwear,Shirts
39384,Bottomwear,Trousers
17619,Bottomwear,Trousers
30807,Topwear,Shirts
12159,Bottomwear,Trousers
9808,Topwear,Shirts
21149,Topwear,Shirts
41890,Bottomwear,Shorts
56827,Bottomwear,Trousers
37810,Topwear,Shirts
9450,Topwear,Shirts
3956,Topwear,Tops
23048,Topwear,Long Sleeve
40989,Topwear,Tops
57102,Topwear,Tops
32595,Topwear,Tops
11717,Topwear,Shirts
7165,Topwear,Shirts
16532,Topwear,Shirts
31122,Topwear,Tops
15185,Topwear,Long Sleeve
40387,Topwear,Tops
11525,Topwear,Tops
27423,Loungewear and Nightwear,Shorts
34034,Topwear,Shirts
23083,Topwear,Shirts
16364,Topwear,Shirts
46414,Bottomwear,Trousers
56686,Saree,Dresses
11373,Topwear,Tops
22363,Topwear,Long Sleeve
22999,Loungewear and Nightwear,Trousers
12730,Topwear,Long Sleeve
54919,Bottomwear,Shorts
23077,Topwear,Shirts
51457,Dress,Dresses
16390,Bottomwear,Trousers
11387,Topwear,Shirts
10255,Topwear,Shirts
3969,Topwear,Tops
56818,Topwear,Shirts
32561,Bottomwear,Trousers
7191,Bottomwear,Trousers
23621,Dress,Dresses
13888,Bottomwear,Trousers
13286,Topwear,Shirts
9239,Topwear,Shirts
51033,Loungewear and Nightwear,Dresses
17626,Topwear,Long Sleeve
37221,Topwear,Shirts
40373,Topwear,Tops
10403,Topwear,Tops
9665,Topwear,Shirts
54921,Bottomwear,Shorts
18000,Bottomwear,Trousers
9457,Topwear,Shirts
8585,Topwear,Shirts
3951,Topwear,Tops
32901,Bottomwear,Trousers
40945,Topwear,Tops
56820,Topwear,Shirts
32559,Bottomwear,Trousers
41299,Topwear,Tops
15975,Topwear,Shirts
26159,Bottomwear,Trousers
26965,Topwear,Shirts
30800,Topwear,Shirts
52448,Loungewear and Nightwear,Dresses
15981,Topwear,Shirts
50911,Saree,Dresses
26991,Bottomwear,Trousers
41609,Topwear,Shirts
8743,Topwear,Shirts
28453,Bottomwear,Trousers
27629,Bottomwear,Shorts
58516,Topwear,Tops
14639,Topwear,Shirts
26166,Bottomwear,Trousers
51808,Loungewear and Nightwear,Dresses
51034,Loungewear and Nightwear,Dresses
17621,Bottomwear,Trousers
27888,Topwear,Shirts
47151,Bottomwear,Shorts
10404,Topwear,Shirts
21171,Topwear,Tops
40146,Bottomwear,Shorts
32566,Topwear,Tops
12161,Bottomwear,Trousers
19589,Topwear,Tops
6878,Topwear,Long Sleeve
6044,Topwear,Shirts
11380,Topwear,Tops
1605,Bottomwear,Trousers
24067,Topwear,Shirts
31787,Topwear,Tops
12505,Topwear,Tops
22390,Topwear,Shirts
29778,Bottomwear,Trousers
8788,Topwear,Shirts
28498,Bottomwear,Shorts
51450,Dress,Dresses
16397,Topwear,Shirts
4979,Topwear,Tops
11374,Topwear,Tops
41404,Topwear,Tops
34201,Bottomwear,Trousers
22364,Topwear,Long Sleeve
27424,Loungewear and Nightwear,Shorts
23084,Topwear,Shirts
34033,Topwear,Shirts
16363,Topwear,Shirts
41636,Topwear,Shirts
11146,Topwear,Shirts
31125,Topwear,Tops
14050,Topwear,Shirts
15182,Topwear,Long Sleeve
11522,Topwear,Long Sleeve
57105,Topwear,Tops
11710,Topwear,Shirts
25525,Topwear,Tops
32592,Topwear,Tops
31317,Topwear,Long Sleeve
31057,Bottomwear,Shorts
13307,Bottomwear,Trousers
41320,Bottomwear,Trousers
14122,Bottomwear,Trousers
5575,Bottomwear,Skirts
57077,Bottomwear,Trousers
20919,Bottomwear,Shorts
20125,Topwear,Shirts
14310,Topwear,Long Sleeve
51380,Bottomwear,Shorts
8864,Topwear,Shirts
43645,Dress,Dresses
25033,Bottomwear,Trousers
52161,Dress,Dresses
59589,Saree,Dresses
18985,Topwear,Long Sleeve
19857,Topwear,Long Sleeve
16023,Topwear,Shirts
2106,Bottomwear,Shorts
16211,Topwear,Long Sleeve
13763,Topwear,Shirts
11034,Topwear,Tops
41744,Topwear,Tops
52353,Loungewear and Nightwear,Dresses
5111,Topwear,Shirts
24929,Dress,Dresses
53047,Saree,Dresses
18971,Topwear,Tops
6552,Topwear,Tops
47675,Dress,Dresses
17939,Bottomwear,Shorts
30727,Bottomwear,Trousers
34989,Saree,Dresses
54050,Bottomwear,Trousers
20787,Topwear,Long Sleeve
37730,Topwear,Shirts
17753,Topwear,Shirts
12221,Bottomwear,Trousers
43483,Topwear,Shirts
25691,Topwear,Tops
5581,Bottomwear,Skirts
15004,Topwear,Long Sleeve
57083,Bottomwear,Skirts
40034,Bottomwear,Trousers
11696,Topwear,Shirts
37166,Topwear,Tops
59119,Topwear,Long Sleeve
8890,Topwear,Shirts
17561,Topwear,Shirts
12013,Topwear,Shirts
28521,Bottomwear,Shorts
16820,Bottomwear,Trousers
52962,Saree,Dresses
11239,Bottomwear,Trousers
44807,Topwear,Tops
33169,Topwear,Tops
13936,Topwear,Shirts
19430,Bottomwear,Shorts
57048,Dress,Dresses
5778,Topwear,Tops
58000,Dress,Dresses
27931,Topwear,Shirts
19602,Topwear,Tops
46906,Bottomwear,Trousers
12810,Bottomwear,Trousers
9141,Bottomwear,Trousers
37159,Topwear,Tops
59126,Topwear,Long Sleeve
15209,Topwear,Long Sleeve
44699,Topwear,Tops
26817,Bottomwear,Trousers
18724,Topwear,Long Sleeve
4834,Bottomwear,Trousers
52398,Loungewear and Nightwear,Dresses
29635,Topwear,Shirts
17906,Topwear,Long Sleeve
18172,Topwear,Tops
52996,Saree,Dresses
38575,Bottomwear,Trousers
58490,Dress,Dresses
57084,Bottomwear,Skirts
11691,Topwear,Shirts
37161,Topwear,Tops
8897,Topwear,Shirts
12828,Bottomwear,Trousers
9945,Topwear,Long Sleeve
12014,Topwear,Shirts
2591,Topwear,Tops
9179,Bottomwear,Trousers
17754,Topwear,Shirts
43484,Topwear,Shirts
32621,Bottomwear,Shorts
5586,Bottomwear,Skirts
21236,Topwear,Shirts
15003,Topwear,Long Sleeve
54057,Bottomwear,Trousers
59748,Loungewear and Nightwear,Dresses
15467,Bottomwear,Shorts
37737,Topwear,Shirts
41585,Topwear,Shirts
53040,Saree,Dresses
33999,Topwear,Shirts
18976,Bottomwear,Trousers
7487,Bottomwear,Trousers
12470,Topwear,Shirts
28519,Bottomwear,Trousers
6793,Topwear,Shirts
16216,Bottomwear,Trousers
13764,Topwear,Shirts
31434,Bottomwear,Trousers
11033,Topwear,Tops
52354,Loungewear and Nightwear,Dresses
53286,Bottomwear,Trousers
25034,Bottomwear,Trousers
41571,Dress,Dresses
33151,Topwear,Tops
16024,Topwear,Shirts
19850,Topwear,Shirts
43226,Topwear,Shirts
2101,Topwear,Shirts
16818,Topwear,Shirts
57070,Bottomwear,Trousers
20122,Topwear,Shirts
37195,Bottomwear,Trousers
8863,Topwear,Shirts
43642,Topwear,Tops
27909,Bottomwear,Trousers
31050,Topwear,Shirts
48098,Bottomwear,Trousers
13300,Bottomwear,Shorts
44655,Topwear,Shirts
14125,Bottomwear,Trousers
20310,Topwear,Tops
29632,Topwear,Shirts
18175,Dress,Dresses
9522,Topwear,Shirts
17901,Topwear,Long Sleeve
52991,Saree,Dresses
38572,Bottomwear,Trousers
58497,Topwear,Tops
41788,Topwear,Tops
4833,Bottomwear,Trousers
9710,Topwear,Shirts
57289,Topwear,Shirts
26810,Bottomwear,Trousers
12219,Bottomwear,Trousers
50890,Saree,Dresses
17559,Topwear,Shirts
9146,Bottomwear,Trousers
24549,Topwear,Tops
59121,Topwear,Long Sleeve
11468,Topwear,Shirts
49949,Loungewear and Nightwear,Shorts
28142,Bottomwear,Shorts
27936,Bottomwear,Trousers
50864,Saree,Dresses
7028,Bottomwear,Shorts
20921,Bottomwear,Shorts
10788,Topwear,Shirts
58007,Topwear,Tops
18181,Bottomwear,Trousers
31639,Topwear,Shirts
52965,Saree,Dresses
44800,Topwear,Tops
52159,Topwear,Tops
5129,Topwear,Shirts
16229,Topwear,Long Sleeve
14583,Topwear,Tops
52396,Loungewear and Nightwear,Dresses
7683,Topwear,Long Sleeve
12674,Bottomwear,Trousers
42104,Bottomwear,Shorts
23301,Bottomwear,Trousers
3011,Topwear,Shirts
17908,Topwear,Long Sleeve
33193,Topwear,Tops
52998,Saree,Dresses
24918,Topwear,Tops
9973,Topwear,Long Sleeve
17550,Topwear,Shirts
16482,Topwear,Shirts
18518,Topwear,Long Sleeve
43680,Dress,Dresses
12022,Topwear,Shirts
59128,Topwear,Long Sleeve
15207,Topwear,Long Sleeve
5782,Topwear,Tops
57280,Topwear,Shirts
15035,Topwear,Long Sleeve
4462,Topwear,Long Sleeve
44697,Topwear,Tops
35432,Dress,Dresses
26819,Bottomwear,Trousers
22485,Topwear,Tops
50899,Saree,Dresses
31092,Topwear,Shirts
29851,Bottomwear,Trousers
13938,Topwear,Shirts
16476,Topwear,Shirts
8855,Topwear,Shirts
13104,Topwear,Long Sleeve
43674,Dress,Dresses
3481,Bottomwear,Trousers
33503,Dress,Dresses
57046,Dress,Dresses
39805,Bottomwear,Trousers
14321,Bottomwear,Shorts
5776,Topwear,Tops
41311,Bottomwear,Shorts
11461,Topwear,Shirts
57274,Topwear,Shirts
44663,Bottomwear,Trousers
14113,Topwear,Long Sleeve
20326,Topwear,Tops
22471,Topwear,Shirts
13336,Topwear,Tops
46908,Bottomwear,Trousers
42594,Bottomwear,Trousers
41775,Topwear,Tops
52362,Loungewear and Nightwear,Dresses
16220,Topwear,Long Sleeve
27567,Topwear,Shirts
13752,Topwear,Shirts
6597,Topwear,Tops
2137,Topwear,Shirts
33167,Topwear,Tops
40495,Bottomwear,Trousers
44809,Topwear,Tops
11237,Bottomwear,Trousers
15697,Topwear,Shirts
26826,Bottomwear,Trousers
9342,Bottomwear,Shorts
48065,Topwear,Shirts
18715,Topwear,Tops
11698,Topwear,Shirts
59117,Topwear,Long Sleeve
9170,Bottomwear,Trousers
39496,Topwear,Long Sleeve
53049,Saree,Dresses
24927,Topwear,Tops
42309,Saree,Dresses
30729,Bottomwear,Trousers
9726,Topwear,Shirts
13799,Topwear,Long Sleeve
34987,Saree,Dresses
24329,Bottomwear,Trousers
20789,Topwear,Long Sleeve
52953,Saree,Dresses
33964,Topwear,Shirts
19859,Topwear,Long Sleeve
8432,Topwear,Tops
2108,Bottomwear,Shorts
54896,Bottomwear,Trousers
27558,Topwear,Shirts
27900,Bottomwear,Trousers
50852,Saree,Dresses
48091,Topwear,Shirts
13309,Topwear,Tops
39234,Dress,Dresses
20319,Topwear,Shirts
57079,Dress,Dresses
29294,Topwear,Shirts
16449,Topwear,Shirts
19861,Topwear,Long Sleeve
2130,Topwear,Shirts
15690,Topwear,Shirts
52157,Topwear,Tops
41772,Topwear,Tops
5127,Topwear,Shirts
13755,Topwear,Shirts
27560,Topwear,Shirts
41316,Bottomwear,Trousers
33736,Bottomwear,Trousers
57273,Topwear,Shirts
20321,Topwear,Shirts
14114,Bottomwear,Trousers
44664,Bottomwear,Trousers
27938,Bottomwear,Trousers
7214,Topwear,Shirts
13331,Topwear,Shirts
9980,Topwear,Long Sleeve
34721,Bottomwear,Trousers
22644,Bottomwear,Shorts
16471,Topwear,Shirts
8852,Topwear,Shirts
43673,Topwear,Long Sleeve
13103,Topwear,Long Sleeve
57041,Dress,Dresses
33504,Dress,Dresses
39802,Topwear,Shirts
5771,Bottomwear,Trousers
14326,Topwear,Tops
58009,Topwear,Tops
57287,Topwear,Shirts
15032,Topwear,Long Sleeve
44690,Topwear,Tops
35435,Bottomwear,Shorts
12217,Bottomwear,Trousers
17557,Topwear,Shirts
16485,Topwear,Shirts
9148,Bottomwear,Trousers
43687,Topwear,Tops
12025,Topwear,Shirts
24547,Topwear,Tops
5785,Topwear,Tops
35263,Topwear,Shirts
6564,Bottomwear,Shorts
42331,Saree,Dresses
33194,Topwear,Tops
58499,Dress,Dresses
1573,Bottomwear,Trousers
24311,Bottomwear,Shorts
41786,Dress,Dresses
14584,Topwear,Tops
52391,Loungewear and Nightwear,Dresses
12673,Bottomwear,Trousers
20910,Bottomwear,Trousers
14319,Bottomwear,Shorts
7019,Topwear,Tops
27907,Bottomwear,Trousers
50855,Saree,Dresses
19634,Topwear,Tops
11459,Topwear,Shirts
39233,Dress,Dresses
34148,Bottomwear,Skirts
54891,Topwear,Tops
52954,Saree,Dresses
8435,Topwear,Tops
6769,Topwear,Shirts
54059,Bottomwear,Trousers
37739,Topwear,Shirts
59746,Loungewear and Nightwear,Dresses
24920,Topwear,Tops
33997,Dress,Dresses
7489,Bottomwear,Shorts
18978,Topwear,Long Sleeve
17930,Bottomwear,Trousers
17568,Topwear,Shirts
12826,Topwear,Shirts
8899,Topwear,Shirts
9177,Bottomwear,Trousers
18520,Topwear,Long Sleeve
26821,Bottomwear,Trousers
18712,Bottomwear,Skirts
48062,Topwear,Shirts
9345,Bottomwear,Shorts
25698,Topwear,Tops
57218,Bottomwear,Shorts
12288,Bottomwear,Trousers
34578,Dress,Dresses
43618,Topwear,Tops
8839,Bottomwear,Trousers
41973,Topwear,Tops
20178,Topwear,Shirts
8461,Topwear,Tops
5970,Topwear,Shirts
11069,Topwear,Shirts
19204,Topwear,Shirts
8495,Bottomwear,Skirts
29657,Topwear,Shirts
17158,Topwear,Shirts
45943,Topwear,Tops
53228,Bottomwear,Trousers
59712,Loungewear and Nightwear,Dresses
5984,Topwear,Shirts
18322,Topwear,Shirts
18746,Topwear,Tops
26049,Topwear,Shirts
7885,Bottomwear,Trousers
55789,Loungewear and Nightwear,Dresses
32449,Bottomwear,Shorts
59978,Dress,Dresses
10719,Bottomwear,Shorts
48499,Bottomwear,Trousers
27534,Topwear,Shirts
16273,Topwear,Shirts
23194,Topwear,Shirts
14524,Topwear,Shirts
10184,Topwear,Shirts
33306,Bottomwear,Trousers
11056,Topwear,Shirts
58439,Dress,Dresses
14716,Topwear,Shirts
11264,Bottomwear,Trousers
45988,Saree,Dresses
19009,Topwear,Long Sleeve
2164,Topwear,Shirts
16041,Topwear,Shirts
19835,Topwear,Shirts
17193,Topwear,Shirts
50654,Loungewear and Nightwear,Shorts
20147,Topwear,Shirts
43627,Dress,Dresses
22610,Topwear,Long Sleeve
8806,Topwear,Shirts
2732,Topwear,Tops
27150,Topwear,Shirts
16617,Topwear,Shirts
44630,Bottomwear,Trousers
11432,Topwear,Tops
33762,Topwear,Tops
37938,Dress,Dresses
13391,Topwear,Shirts
26076,Topwear,Shirts
47041,Bottomwear,Trousers
32644,Bottomwear,Trousers
10514,Topwear,Tops
14988,Topwear,Long Sleeve
26412,Topwear,Shirts
56765,Topwear,Shirts
53025,Saree,Dresses
25899,Bottomwear,Trousers
15630,Topwear,Long Sleeve
40432,Bottomwear,Skirts
10342,Topwear,Tops
11290,Bottomwear,Trousers
54200,Topwear,Shirts
2190,Bottomwear,Trousers
29668,Topwear,Shirts
18913,Topwear,Shirts
17167,Topwear,Shirts
6950,Topwear,Tops
18573,Topwear,Long Sleeve
7882,Bottomwear,Shorts
12049,Topwear,Long Sleeve
46399,Bottomwear,Shorts
38948,Topwear,Tops
18741,Topwear,Tops
19693,Topwear,Shirts
47079,Bottomwear,Trousers
30917,Bottomwear,Trousers
26872,Topwear,Tops
59715,Loungewear and Nightwear,Dresses
5983,Topwear,Shirts
4851,Bottomwear,Trousers
9772,Bottomwear,Trousers
8492,Topwear,Tops
29650,Topwear,Shirts
50698,Dress,Dresses
15608,Bottomwear,Trousers
13739,Topwear,Shirts
28544,Bottomwear,Shorts
8466,Topwear,Tops
17997,Bottomwear,Trousers
24987,Topwear,Tops
52907,Saree,Dresses
6198,Topwear,Tops
57811,Dress,Dresses
19667,Topwear,Tops
40435,Topwear,Tops
11297,Bottomwear,Trousers
17160,Topwear,Shirts
26415,Topwear,Shirts
43082,Bottomwear,Trousers
16280,Topwear,Long Sleeve
13396,Topwear,Shirts
12244,Topwear,Shirts
47046,Bottomwear,Trousers
30928,Bottomwear,Skirts
1978,Topwear,Tops
37103,Bottomwear,Trousers
40051,Topwear,Long Sleeve
26243,Bottomwear,Shorts
13998,Topwear,Long Sleeve
31032,Bottomwear,Trousers
16610,Bottomwear,Trousers
36217,Bottomwear,Shorts
20372,Bottomwear,Trousers
11435,Topwear,Tops
39851,Topwear,Tops
38983,Bottomwear,Trousers
20140,Topwear,Shirts
32485,Bottomwear,Shorts
43620,Topwear,Tops
46352,Topwear,Shirts
8801,Topwear,Shirts
14711,Topwear,Shirts
52938,Saree,Dresses
11263,Bottomwear,Trousers
8459,Topwear,Tops
2163,Topwear,Shirts
19832,Topwear,Shirts
16046,Topwear,Shirts
17194,Topwear,Long Sleeve
50653,Loungewear and Nightwear,Shorts
43076,Bottomwear,Shorts
16274,Topwear,Long Sleeve
23193,Topwear,Shirts
14523,Topwear,Shirts
5948,Topwear,Shirts
11051,Topwear,Shirts
18313,Topwear,Long Sleeve
48463,Dress,Dresses
23952,Topwear,Long Sleeve
54800,Bottomwear,Trousers
25897,Bottomwear,Trousers
24945,Topwear,Tops
45972,Topwear,Tops
17169,Topwear,Shirts
37936,Dress,Dresses
26844,Bottomwear,Trousers
30921,Bottomwear,Trousers
14986,Topwear,Long Sleeve
20149,Topwear,Shirts
43629,Topwear,Shirts
8808,Topwear,Shirts
16619,Topwear,Shirts
48497,Bottomwear,Trousers
11058,Topwear,Shirts
33308,Bottomwear,Trousers
5941,Topwear,Shirts
14718,Topwear,Tops
52931,Saree,Dresses
45986,Saree,Dresses
8450,Topwear,Tops
2956,Topwear,Tops
28740,Topwear,Tops
29692,Topwear,Shirts
40255,Topwear,Shirts
41387,Topwear,Tops
12272,Topwear,Shirts
26047,Topwear,Shirts
27195,Dress,Dresses
18748,Topwear,Tops
35450,Topwear,Tops
47070,Bottomwear,Trousers
12040,Topwear,Shirts
55787,Loungewear and Nightwear,Dresses
46390,Bottomwear,Shorts
37135,Bottomwear,Trousers
38941,Bottomwear,Shorts
20182,Topwear,Shirts
41989,Topwear,Shirts
10717,Topwear,Tops
32447,Bottomwear,Shorts
59976,Dress,Dresses
17156,Topwear,Shirts
6501,Topwear,Long Sleeve
18922,Topwear,Shirts
21434,Bottomwear,Shorts
15601,Topwear,Long Sleeve
53014,Saree,Dresses
40403,Topwear,Tops
53226,Topwear,Shirts
37763,Topwear,Shirts
11093,Topwear,Long Sleeve
23151,Topwear,Shirts
35034,Bottomwear,Trousers
50665,Bottomwear,Shorts
7427,Topwear,Tops
16070,Bottomwear,Trousers
14515,Topwear,Shirts
37797,Topwear,Shirts
11067,Topwear,Shirts
13730,Topwear,Shirts
23999,Topwear,Shirts
51585,Bottomwear,Trousers
33753,Topwear,Tops
57216,Bottomwear,Shorts
11403,Topwear,Tops
12286,Bottomwear,Trousers
2703,Topwear,Tops
49922,Saree,Dresses
34576,Topwear,Tops
50033,Loungewear and Nightwear,Trousers
8837,Bottomwear,Trousers
6191,Topwear,Tops
57818,Topwear,Tops
20176,Topwear,Shirts
52556,Bottomwear,Trousers
41141,Dress,Dresses
59982,Dress,Dresses
45981,Topwear,Tops
52936,Saree,Dresses
8457,Topwear,Tops
16048,Topwear,Shirts
48490,Topwear,Tops
43078,Bottomwear,Shorts
31458,Bottomwear,Shorts
56798,Bottomwear,Trousers
4894,Topwear,Tops
5946,Topwear,Shirts
1982,Bottomwear,Shorts
57820,Topwear,Tops
13962,Topwear,Tops
13398,Topwear,Shirts
26843,Bottomwear,Trousers
30926,Bottomwear,Skirts
47048,Bottomwear,Trousers
1976,Bottomwear,Shorts
13996,Topwear,Long Sleeve
25890,Bottomwear,Trousers
24942,Topwear,Tops
23955,Topwear,Shirts
48464,Dress,Dresses
18314,Topwear,Shirts
31231,Bottomwear,Shorts
7878,Bottomwear,Shorts
22626,Topwear,Long Sleeve
20171,Topwear,Shirts
59985,Dress,Dresses
57211,Bottomwear,Trousers
33754,Topwear,Tops
11404,Topwear,Shirts
2704,Dress,Dresses
26888,Topwear,Tops
49925,Saree,Dresses
16621,Bottomwear,Trousers
50034,Loungewear and Nightwear,Trousers
34571,Topwear,Tops
37790,Topwear,Shirts
14512,Topwear,Shirts
5979,Topwear,Shirts
33330,Topwear,Shirts
13737,Topwear,Shirts
34115,Dress,Dresses
51582,Bottomwear,Trousers
17999,Bottomwear,Trousers
31655,Topwear,Shirts
50662,Loungewear and Nightwear,Trousers
14720,Topwear,Tops
24989,Topwear,Tops
52909,Saree,Dresses
10380,Topwear,Shirts
37764,Topwear,Shirts
11094,Topwear,Long Sleeve
26424,Topwear,Shirts
12611,Topwear,Tops
35033,Bottomwear,Trousers
17151,Topwear,Long Sleeve
21433,Bottomwear,Shorts
53013,Saree,Dresses
40404,Topwear,Tops
12047,Topwear,Shirts
46397,Topwear,Shirts
17535,Topwear,Shirts
20185,Topwear,Shirts
38946,Topwear,Tops
37132,Topwear,Shirts
24525,Topwear,Shirts
59971,Dress,Dresses
41380,Topwear,Tops
26040,Topwear,Shirts
12275,Topwear,Shirts
30919,Bottomwear,Trousers
